112
450	20	4	4	1	4	3	1	1	0	1	1
446	16	3	3	1	3	2	1	1	0	1	1
443	16	3	3	1	3	2	1	1	0	1	1
439	16	3	3	1	3	2	1	1	0	1	1
413	10	2	2	1	2	1	1	1	0	0	0
432	10	2	2	1	2	1	1	1	0	0	0
465	12	0	0	7	0	0	6	0	0	0	0
447	16	3	3	1	3	2	1	1	0	1	1
457	20	4	4	1	4	3	1	1	0	1	1
1002 	32	7	6	1	6	6	1	2	1	1	1
1102 	20	4	4	1	4	3	1	1	0	1	1
1201 	20	4	4	1	4	3	1	1	0	1	1
1203 	20	4	4	1	4	3	1	1	0	1	1
1904 	24	5	4	1	5	4	1	1	1	1	1
1905 	24	5	4	1	5	4	1	1	1	1	1
1906 	28	6	5	1	6	5	1	1	1	1	1
1907 	28	6	5	1	6	5	1	1	1	1	1
2001 	24	5	4	1	5	4	1	1	1	1	1
2002 	12	2	2	1	2	2	1	1	0	1	0
2101 	20	4	4	1	4	3	1	1	0	1	1
2104 	20	4	4	1	4	3	1	1	0	1	1
2102 	20	4	4	1	4	3	1	1	0	1	1
2111 	10	2	2	1	2	1	1	1	0	0	0
2106 	24	5	4	1	5	4	1	1	1	1	1
2103 	24	5	4	1	5	4	1	1	1	1	1
2109 	16	3	3	1	3	2	1	1	0	1	1
2203 	12	2	2	1	2	2	1	1	0	1	0
2202 	18	4	3	1	3	3	1	1	0	1	0
2304 	14	3	2	1	3	2	1	1	0	1	0
2302 	10	2	2	1	2	1	1	1	0	0	0
2301 	18	4	3	1	3	3	1	1	0	1	0
2406 	12	2	2	1	2	2	1	1	0	1	0
2402 	10	2	2	1	2	1	1	1	0	0	0
2403 	10	2	2	1	2	1	1	1	0	0	0
2501 	24	5	4	1	5	4	1	1	1	1	1
2502 	24	5	4	1	5	4	1	1	1	1	1
2504 	24	5	4	1	5	4	1	1	1	1	1
2506 	24	5	4	1	5	4	1	1	1	1	1
2505 	24	5	4	1	5	4	1	1	1	1	1
2503 	16	3	3	1	3	2	1	1	0	1	1
2604 	16	3	3	1	3	2	1	1	0	1	1
2601 	20	4	4	1	4	3	1	1	0	1	1
2602 	16	3	3	1	3	2	1	1	0	1	1
2701 	20	4	4	1	4	3	1	1	0	1	1
2703 	20	4	4	1	4	3	1	1	0	1	1
2801 	20	4	4	1	4	3	1	1	0	1	1
2802 	16	3	3	1	3	2	1	1	0	1	1
2904 	12	2	2	1	2	2	1	1	0	1	0
2901 	12	2	2	1	2	2	1	1	0	1	0
2911 	12	2	2	1	2	2	1	1	0	1	0
2907 	20	4	4	1	4	3	1	1	0	1	1
2912 	16	3	3	1	3	2	1	1	0	1	1
2913 	16	3	3	1	3	2	1	1	0	1	1
2906 	12	2	2	1	2	2	1	1	0	1	0
3005 	20	4	4	1	4	3	1	1	0	1	1
3004 	24	5	4	1	5	4	1	1	1	1	1
3002 	24	5	4	1	5	4	1	1	1	1	1
3003 	20	4	4	1	4	3	1	1	0	1	1
3107 	16	3	3	1	3	2	1	1	0	1	1
3102 	16	3	3	1	3	2	1	1	0	1	1
3108 	7	2	2	0	2	1	0	1	0	0	0
3193 	15	3	3	1	3	2	1	1	0	1	0
3101 	20	4	4	1	4	3	1	1	0	1	1
3103 	10	2	2	1	2	1	1	1	0	0	0
547	20	4	4	1	4	3	1	1	0	1	1
552	14	3	2	1	3	2	1	1	0	1	0
548	20	4	4	1	4	3	1	1	0	1	1
541	20	4	4	1	4	3	1	1	0	1	1
569	20	4	4	1	4	3	1	1	0	1	1
549	16	3	2	1	3	2	1	1	0	1	1
550	14	3	2	1	3	2	1	1	0	1	0
553	16	3	3	1	3	2	1	1	0	1	1
568	18	4	3	1	3	3	1	1	0	1	1
562	16	3	3	1	3	2	1	1	0	1	1
571	16	3	3	1	3	2	1	1	0	1	1
806	20	4	4	1	4	3	1	1	0	1	1
804	16	3	3	1	3	2	1	1	0	1	1
805	20	4	4	1	4	3	1	1	0	1	1
803	20	4	4	1	4	3	1	1	0	1	1
1304 	20	4	4	1	4	3	1	1	0	1	1
1303 	20	4	4	1	4	3	1	1	0	1	1
1302 	20	4	4	1	4	3	1	1	0	1	1
1703 	16	3	3	1	3	2	1	1	0	1	1
1704 	20	4	4	1	4	3	1	1	0	1	1
1701 	16	3	3	1	3	2	1	1	0	1	1
1405 	24	5	4	1	5	4	1	1	1	1	1
1407 	16	3	3	1	3	2	1	1	0	1	1
1408 	20	4	4	1	4	3	1	1	0	1	1
1404 	20	4	4	1	4	3	1	1	0	1	1
901	20	4	4	1	4	3	1	1	0	1	1
904	16	3	3	1	3	2	1	1	0	1	1
903	16	3	3	1	3	2	1	1	0	1	1
1801 	20	4	4	1	4	3	1	1	0	1	1
1829 	20	4	4	1	4	3	1	1	0	1	1
1802 	20	4	4	1	4	3	1	1	0	1	1
793	24	5	4	1	5	4	1	1	1	1	1
788	16	3	3	1	3	2	1	1	0	1	1
795	20	4	4	1	4	3	1	1	0	1	1
781	22	4	4	1	4	4	1	1	1	1	1
739	22	4	4	1	4	4	1	1	1	1	1
798	16	3	3	1	3	2	1	1	0	1	1
799	20	4	4	1	4	3	1	1	0	1	1
701	12	2	2	1	2	2	1	1	0	1	0
796	16	3	3	1	3	2	1	1	0	1	1
783	18	4	3	1	3	3	1	1	0	1	1
722	14	3	2	1	3	2	1	1	0	1	0
745	14	3	2	1	3	2	1	1	0	1	0
740	14	3	2	1	3	2	1	1	0	1	0
789	20	4	4	1	4	3	1	1	0	1	1
744	24	5	4	1	5	4	1	1	1	1	1
728	16	3	3	1	3	2	1	1	0	1	1
743	20	4	4	1	4	3	1	1	0	1	1
